score,title,author,date,comment
5,Organic Seaweed Snacks Review,"Sara M.,",06-Dec-18,I really enjoyed the flavor seaweed. I love my seaweed and who would of thought you can get with additional flavors for a little variety. I would recommend this brand and flavor to All..
5,Organic Seaweed Snacks Review,"Adrian A.,",29-Nov-18,These are delicious I could eat them everyday. They are light and flavorful. Where I got them they only had the sea salt but no regrets it was plain but tasty and not too salty.
5,Organic Seaweed Snacks Review,"Hannah P.,",16-Nov-18,"I tried the chili lime flavor, it was amazing perfect amount of a crunch and the flavor was wonderful. It wasn't over powering, super tasty on the go pick me up!"
4,Organic Seaweed Snacks Review,"Jacqueline M.,",08-Nov-18,My son and I tried the Ramen noodles. The taste and flavors we're amazing. I'm going to try all theses products. Thanks for the opportunity to try it.
5,Organic Seaweed Snacks Review,"Deborah L.,",31-Oct-18,"I just purchased Hall seaweed snacks. They are delicious. They have the right amount of chili and lime. I would recommend these to everyone, especially if you love eating healthy."
3,Organic Seaweed Snacks Review,"Angela C.,",08-Nov-18,"I thought these were pretty good. I was surprised by the amount of flavor they had. Very light and crisp and a clean option for a snack. I think I would have liked another flavor better, but overall not bad."
4,Organic Seaweed Snacks Review,"Sherri K.,",18-Nov-18,"The soup was not very favorable for my taste. I wpuod put more favoring in them, just a thought. Thank you for letting me try it though. It could have been better."
5,Organic Seaweed Snacks Review,"yasi M.,",07-Jan-19,"I liked the crispiness and freshness, It contain the right balance of salt and no preservatives. Just simply organic ingredients like Seaweed, Organic safflower and/or sunflower oil. and sea salt. It is perfect as an on-the go snack."
5,Organic Seaweed Snacks Review,"Cristina K.,",14-Jan-19,Amazing for on the go and for at work. Even my teenage daughter liked them and she's very picky. Will definitely buy them and share them with friends.
5,Organic Seaweed Snacks Review,"Kaitlyn P.,",09-Dec-18,"I love Asian flavors and this product and brand does not disappoint. I love the seaweed snacks. They offer a healthy, smart alternative to the salty and processed snacks out there. Definitely buying again!"
5,Organic Seaweed Snacks Review,"Tonya S.,",12-Jan-19,Definitely enjoyed and would try again in the future. Never thought eating seaweed would be good but this had a very good taste to it. Thanks oceans halo.
1,Organic Seaweed Snacks Review,"Samantha C.,",23-Jan-19,i am not a fan of seaweed so i figured this might be different however i was not convinced. i did not like the texture or the flavor. i was a bit disappointed
4,Organic Seaweed Snacks Review,"Robert K.,",25-Feb-19,I really enjoyed this product! I would recommend then to anyone. Great flavor and great variety of flavors. I'm going to try the flavors I have not had yet.
3,Organic Seaweed Snacks Review,"Sandra C.,",23-Jan-19,I'm not really into seaweed but I did taste it. It had a good seasoning flavor but too strong of a seaweed taste. I gave mine to someone who really likes seaweed and they loved them.
5,Organic Seaweed Snacks Review,"Maria R.,",20-Nov-18,"My daughter loves this seaweed! She had the sea salt flavor. She enjoys the delicate, ocean saltiness crunch. She takes them in her lunchbox several times a week."
5,Organic Seaweed Snacks Review,"jerry P.,",27-Oct-18,After trying Oceans Halo Organic Seaweed { was suprised how good this taste! great and delicious flavors combined together! I loved it! I had my spouse to try it and she could not believe how good it is!
5,Organic Seaweed Snacks Review,"Rebecca D.,",27-Feb-19,"I absolutely fell in love with the Chili lime flavor seaweed snack, the perfect crunchy treat!! When trying the sea salt flavor it calmed my chip craving!!!"
4,Organic Seaweed Snacks Review,"Brandy R.,",17-Jan-19,It was different but actually pretty tasty! My son even liked it! I didn't think I would like it but really enjoyed it! I would definitely buy this again
5,Organic Seaweed Snacks Review,"Leota H.,",31-Oct-18,I was skeptical at first but these taste yummy! The smell is weird but they are so good! I will be buying these again for sure! Thanks for the coupons!
5,Organic Seaweed Snacks Review,"Erob J.,",10-Nov-18,"Wow! These were a really great snack! Tasty, Refreshing and Satisfying and my whole family Loved Them. I really like the unique nutrients Seaweed provides and they have become a Guilt-free Pleasure! Thanks!"
3,Organic Seaweed Snacks Review,"Jennifer M.,",17-Dec-18,Ocean's Halo Seaweed Snacks are a healthy alternative snack and my husband would say for an acquired taste. I'm not sure it would be in my regular rotation but I'd consider it every few months or so for something different for certain.
4,Organic Seaweed Snacks Review,"Angela S.,",23-Nov-18,I found it to be just alright. I can see my self using it to make a couple of bake goods but that's about it. No I don't see myself replacing my original brand.
3,Organic Seaweed Snacks Review,"Tina S.,",22-Jan-19,I don't think it's for me. It had a good flavor and I'm trying to eat healthy but I don't think this is for me. I will tell my friend about them it's something she'd like. My taste buds aren't ready for these yet.
4,Organic Seaweed Snacks Review,"Amber B.,",16-Dec-18,The texture was surprisingly good. I wasn't sure what I was going to think of it at first. And I really enjoyed the taste. I definitely will be buying again!
2,Organic Seaweed Snacks Review,"chris C.,",26-Nov-18,We did not like it at all. It tasted like chili lime flavored fish. This was the worst thing I have ever attempted to eat. I am not sure if another flavor would be better or worse
4,Organic Seaweed Snacks Review,"Taneka A.,",07-Dec-18,my thoughts are that it was a awkward taste. the flavor i choose was the sea salt seaweed. the texture took some time to get used to. it was okay to. i would recommend this product. you must try at least once.
5,Organic Seaweed Snacks Review,"Faquir H.,",15-Feb-19,I absolutely loved these snacks. My favorite flavor was sea salt. They make for a healthy and delicious snack and I'll definitely be purchasing them again.
5,Organic Seaweed Snacks Review,"Sheryl D.,",06-Dec-18,"I enjoyed this treat as a snack with my boys. The texture was nice, crisp enough without being overly hard. The flavor was good, salty enough for my salt loving boys. Wish we could have tried more flavors! There was only salt or bbq available."
4,Organic Seaweed Snacks Review,"Leisa H.,",11-Mar-19,These were pretty good tasting. I loved that I was making a healthy choice without sacrificing flavor. I've bought a couple of the other flavors since trying and have really enjoyed them!
5,Organic Seaweed Snacks Review,"Angie S.,",01-Nov-18,This was a great on the go snack. I tried the Wasabi flavor. I liked the heat. They are not too spicy. They are perfect for sushi rolls too. I am looking forward to trying other flavors to make sushi rolls. Bonus they are organic and non GMO.
4,Organic Seaweed Snacks Review,"Isra A.,",16-Nov-18,"I got the Sea Salt one and it's such a great snack! The salt goes beautifully with the seaweed and I'm going to be replacing this with chips and trying the other flavors, the affordable price just makes it even better!"
3,Organic Seaweed Snacks Review,"Mariagna P.,",05-Dec-18,It's was not my favorite thing but they have some other great things like the pho broth. I still can't find any store nearby that sells the noodles but can't wait to try them.
4,Organic Seaweed Snacks Review,"Lanna C.,",03-Dec-18,"I used mine to make furikake, which turned out great! They were crispy and tasty, which made a great topping for my rice. Just the perfect amount of spice."
5,Organic Seaweed Snacks Review,"Amber V.,",22-Nov-18,Good product! I enjoyed eating this! Would recommend. Tastes good. I had trouble finding it in store and they only carried one product when I found it.
3,Organic Seaweed Snacks Review,"Kara S.,",26-Nov-18,"I tried the bbq flavor. It was hard to find in stores. Decent taste, but still has the sea taste. Was hoping the bbq would mask it more. I think those who enjoy the flavor of seaweed will love these snacks."
5,Organic Seaweed Snacks Review,"Krysta B.,",28-Nov-18,"I recommended ocean Halo sea weed sea salt to my sister and the rest of my family members. We love sea weed in our homes and these are so yummy , perfect,and healthy! By far one of my kids favorite snacks and healthier than chips !"
5,Organic Seaweed Snacks Review,"Jamie C.,",25-Nov-18,"These are so tasty! While some are too salty, or fishy, these had a wonderful balance of flavor and salt. My kids ate them up, we fought over the last piece. Worth every penny."
4,Organic Seaweed Snacks Review,"sandy R.,",25-Nov-18,"Oh, Wow!! We chose the sea salt Oceans Halo. I ate them as a snack in the place of chips. They have just the right amount of crunch and salt. I will be buying these again!"
5,Organic Seaweed Snacks Review,"Estelle J.,",09-Dec-18,"I am always looking for a healthy snack, so I was excited to try these to sample and review. And they were good. They had a great flavor and I felt good about eating them. I look forward to trying them again."
5,Organic Seaweed Snacks Review,"April P.,",06-Dec-18,"Hello, I received my coupon for a free Ocean Halo Seaweed Snack, I purchased the Sea Salt flavor and OMG I love them so much! They taste just like regular chips, but so much better. I can't believe how much healthier they are."
3,Organic Seaweed Snacks Review,"Roxanne B.,",05-Dec-18,"I've been enjoying sushi and miso lately, so I wanted to try these. The seaweed is a bit too fishy for my taste. These might be okay as part of a soup or sushi bowl. I received this product free from Social Nature."
3,Organic Seaweed Snacks Review,"Sarah C.,",17-Dec-18,It had good texture and flavor. I don't think that I would eat it by itself again- but pairing it with rice or cauliflower to make it a bit more filling would be good option!
5,Organic Seaweed Snacks Review,"Kimberly P.,",07-Dec-18,"I really like the seasweed snacks, it is a quick and delicious snack and also good for you. Look forward to trying different flavors and the other foods offered by this brand."
5,Organic Seaweed Snacks Review,"Raeanna W.,",07-Dec-18,It's very good! I love seaweed and this is some of the best seaweed I've tried. I will definitely buy again and the price is perfect. I'm looking forward to trying other things from this brand.
3,Organic Seaweed Snacks Review,"lindsay N.,",09-Nov-18,It was exactly like I imagined seaweed would taste. It wasn't bad but it wasn't my favorite or an item I would buy again for myself. However my husband really liked them and would eat them again as a snack.
4,Organic Seaweed Snacks Review,"James G.,",21-Jan-19,"Tasted good, not very filling at all for the size. Feel like it would be better with smaller chips but in a bigger bag to function more as an office snack than as a ""bar"" replacement."
4,Organic Seaweed Snacks Review,"sammi L.,",04-Dec-18,"Never never in my life time did I expect my family to enjoy a food with the word seaweed in it !!! Holy cow was i wrong, very very happy they eat it instead of sugar foods !!!"
5,Organic Seaweed Snacks Review,"Caitlin M.,",13-Jan-19,It was really yummy and the texture was interesting. I wish they had more variety of Ocean's Halo products where I live. I would like to be able to get more of other flavors to have as a healthy snac.
5,Organic Seaweed Snacks Review,"Destiny B.,",11-Mar-19,Yummy I really loved the taste of these and I'm excited to try the other flavors now so yummy and delicious I am definitely gonna recommended them to friends
5,Organic Seaweed Snacks Review,"Megan B.,",30-Dec-18,"I love seaweed snacks, so it wasn't hard for me to love these. I bought the chili lime flavor and loved it!! I like to eat them as snacks but I really like to use them as toppings for rice or ramen."
5,Organic Seaweed Snacks Review,"Melissa U.,",12-Nov-18,Almost like the chili lime peanuts that I have had in Mexico but this is a bit close and brings back memories! Flavorful and addicting! Also bought miso box and pho broth!
5,Organic Seaweed Snacks Review,"Shauna R.,",31-Jan-19,"Perfect snack, so delicious even my children enjoyed them. Perfect blend of flavor. Nice quick snack for in the car, in the school lunch or for movie night."
5,Organic Seaweed Snacks Review,"Louise P.,",28-Nov-18,"I didn't receive my sample in the mail which was quite disappointing however, my son bought some home from work so I was able to try them. They were great! I love the crisp and light snack that they are with great serving sizes."
4,Organic Seaweed Snacks Review,"Latoya W.,",29-Nov-18,Sea salt flavor was awesome. This was my first time trying seaweed snacks. You will not be disappointed. I also used this on my salads to jazz up the taste.
5,Organic Seaweed Snacks Review,"Blair K.,",20-Nov-18,The taste was amazing. The packaging was so convenient and overall all the benefits are great! Will definitely buy again! Also definitely recommend to all my friends!
5,Organic Seaweed Snacks Review,"Alyssa R.,",26-Nov-18,"These were a tasty treat that I felt better about eating than, say, potato chips. They had great flavor and a nice crunch! I highly reccomend these to anyone looking for a new snack."
3,Organic Seaweed Snacks Review,"Katey M.,",29-Nov-18,I got a coupon to try some of these so that's what I did. They weren't horrible the taste was okay but I don't care for the texture personally. The packaging was nice I just don't think I'm a seaweed person.
5,Organic Seaweed Snacks Review,"Tricia L.,",26-Nov-18,"Salty seaweedy goodness! A delicious little snack. I really love how it's low calorie, yet a satisfying treat. Fresh and crispy. They are light and flaky with a delightful fresh sea flavor."
5,Organic Seaweed Snacks Review,"Erika L.,",08-Jan-19,I loved this seaweed snack. I tried just the seasalt flavor. But will try others. I recommend it to family and friends. It's so convenient to take along.
5,Organic Seaweed Snacks Review,"Michelle W.,",10-Jan-19,"We tried the sea salt seaweed. Loved it. Great, healthy snack for kids. Can't wait to try the other flavors. They are great paired with some sushi rice."
4,Organic Seaweed Snacks Review,"Miki P.,",04-Nov-18,"A great snack, but unfortunately it didn't travel well during my out of town trip. Lots of broken pieces, but still deliciously flavored. I'd be more careful when travelling with such delicate snack!"
5,Organic Seaweed Snacks Review,"Ashley F.,",05-Nov-18,"These are a tasty snack! I love the variety of flavors and enjoy the thin, crispy texture. I tried the sriracha, but have since purchased the bacon and the Texas BBQ."
4,Organic Seaweed Snacks Review,"Kiran R.,",21-Feb-19,"It was very hard for me to find this in store!! finally I got this I tried chili lime flavor and it was good ,delicious and a healthy snack ..me and my son enjoyed this flavorful crunchy snack."
5,Organic Seaweed Snacks Review,"Carol B.,",16-Nov-18,I really loved the taste it was a great snack and to me a healthy option instead of eating chips. Especially when im trying to eat healthy and will plan on purchasing
1,Organic Seaweed Snacks Review,"Amy N.,",12-Nov-18,I didn't like these at all! They taste like fish which I do not like. I was hopeful the sriracha flavor would help but it does not. I like the nutritional info and the packaging. I just wish it tasted better.
4,Organic Seaweed Snacks Review,"Katie P.,",21-Jan-19,"Tasty, easy to eat and convienient snack. I liked that it was at a local store, but I had to go to a grocery store I don't typically visit, which was annoying."
4,Organic Seaweed Snacks Review,"Trisha E.,",14-Jan-19,Pretty good. I'd like to try other flavors. Have already recommended to my healthier eating friends and would continue to recommend. Thanks for a great snack!
5,Organic Seaweed Snacks Review,"Brittney C.,",26-Nov-18,Love it.. Healthy snack on the go. Great for bus or transit trips or for backpacking. I really don't know what else to say but it is requiring 140 characters for the review.
5,Organic Seaweed Snacks Review,"Cindy M.,",28-Nov-18,"These were great! I didn't think I would like them but, I really enjoyed these snacks instead of the usual chips or high fat snacks I eat! Plus they last a long time!"
4,Organic Seaweed Snacks Review,"Afreen S.,",16-Dec-18,My husband especially loved the seaweed snack. It was light and crispy and there are so many flavors to choose from. We will definitely be purchasing them again. My husband will love this for his keto diet.
4,Organic Seaweed Snacks Review,"Chandramohan R.,",06-Dec-18,The flavor and the taste was very good. little tangy and little spice. perfect snack. could finish an entire pack in a single go :) little pricey compared to other brands but quality gets it.
5,Organic Seaweed Snacks Review,"Michelle L.,",25-Nov-18,I would absolutely recommend this product as a simple snack for on the go. As a busy mom of 2 this product makes for the perfect snack to be able to grab and go. My 4 year old even loves them!
5,Organic Seaweed Snacks Review,"Yolanda T.,",25-Feb-19,"Omg my aunt makes food for me all the time w/seaweed, but this was amazing!! The flavored ones didn't take away from the natural flavor I'm use to. I would recommend this to anyone even if they haven't tried anything like this"
3,Organic Seaweed Snacks Review,"Amanda C.,",24-Feb-19,I thought it was unique and a bit salty for my taste. It is convenient and a healthy snack especially on the go. I would like to try the different flavors.
4,Organic Seaweed Snacks Review,"Jessica S.,",10-Jan-19,"These were actually very tasty! My kids thought it was strange, but when they tried them they fell in love! Now they are asking for more! I will definitely purchase these again!"
5,Organic Seaweed Snacks Review,"Tamra G.,",23-Nov-18,I thought this product was great. I used it to make california rolls and it worked perfectly. Everyone loved them and they had a great taste. They are a liytle higher priced than the brand that I normally buy but with coupons its a much better deal.
4,Organic Seaweed Snacks Review,"Gm M.,",28-Nov-18,Organic Seaweed Snacks sea salt is one of the delicious flavors I tried. I loved that it was good to eat on the go and made of non GMO ingredients. I would recommend to others.
5,Organic Seaweed Snacks Review,"Danita B.,",31-Oct-18,I got this because I love seaweed and it is very good for me also. This tasted better than I thought it would. I recommended it to family and friends.
4,Organic Seaweed Snacks Review,"Catherine M.,",07-Dec-18,"They are very convenient and tasty. Being a diabetic, I had to change my eating and snacking habits. Perfect healthy snack to have in between meals. I have recommended this product to 4 friends."
5,Organic Seaweed Snacks Review,"Zoe J.,",30-Nov-18,"I actually received a coupon for a free broth and my husband and I tried the Pho broth, added cilantro, fresh ginger, lime, noodles, & sirloin. It was delicious!! You have new customers!!"
4,Organic Seaweed Snacks Review,"Kreischa R.,",10-Dec-18,"It was very good. Still had a slight fish taste to it though. So not something I would eat on a regular basis, just once and awhile. It was nice and light, crisp texture. It kind of melted in your mouth."
3,Organic Seaweed Snacks Review,"Karen B.,",31-Dec-18,"I tried the Wasabi and it wasn't the best flavor for me. I liked the texture and everything about the product, except for the flavor. I wish I had tried the sea salt or bacon."
5,Organic Seaweed Snacks Review,"Christine A.,",02-Jan-19,The seawead snack was delicious. Light and crispy with just the right amount of salt. It was fresh and flavorful. Will definitely be getting this again.
4,Organic Seaweed Snacks Review,"Jamie B.,",06-Dec-18,"I'm very glad I got to try this. I've been looking for a new, healthy snack to try. I can't wait to try other things and flavors to see what else I will enjoy!"
5,Organic Seaweed Snacks Review,"Belinda G.,",09-Nov-18,I tried the Organic Seaweed Snacks and loved the texture and flavor of the product! I would recommend this for a quick on the go snack and I would recommend to my friends!
2,Organic Seaweed Snacks Review,"Terri M.,",11-Nov-18,Not crazy about these. They may be healthy but not a fan. I could eat these if I had to but would choose other snacks first over these. Maybe I'll try another flavor and see if my opinion changes.
4,Organic Seaweed Snacks Review,"Erica C.,",22-Jan-19,"i ended up having to buy a bag my coupons never arrived, they were pretty good for a healthy snack, something different but defiantly would have again"
5,Organic Seaweed Snacks Review,"Katrina L.,",16-Nov-18,The maui onion was fantastic and a pleasant change up from the usual three options I've recommend it to a few friends already! I plan to try the korean bbq soon and I expect to be just ad good as the last.
2,Organic Seaweed Snacks Review,"Aleksandra C.,",17-Feb-19,The taste of seaweed on its own was just too overpowering. It was a low calorie snack but not something I would ready for regularly. It was also very hard to find this at different stores.
5,Organic Seaweed Snacks Review,"Katelin A.,",13-Dec-18,This product is absolutely delicious. I think that a lot of people would enjoy it if they tried it. My husband also loved the different flavors that were available. Will be buying regularly.
5,Organic Seaweed Snacks Review,"MICHELLE N.,",16-Nov-18,They were tasty. I think they are a good source of minerals that are needed in the body that we don't get in a lot of other types of food. Also 3 out of 4 kids like so that's an added plus!
4,Organic Seaweed Snacks Review,"IRENE H.,",15-Nov-18,I got a chance to try seaweed snacks and I was really happy with them love the taste and flavor of them a wonderful healthy snack to have any time of the day
5,Organic Seaweed Snacks Review,"Kayla-Adriana M.,",20-Nov-18,My daughter is obsessed with the Sea salt seaweed snacks and with it being a low calorie snack; it beats out chips any day! I pack them for my lunches for work and they curb any junk food cravings.
5,Organic Seaweed Snacks Review,"Amy V.,",18-Nov-18,Oceans halo seaweed in chili lime and bacon were fantastic!! They had such great flavor and were crispy and delicious. My kids love them as a crunchy little snack and I also added them to my noodles they were great I highly recommend.
2,Organic Seaweed Snacks Review,"Pamela M.,",05-Dec-18,I am just not a fan at all. I didn't like the flavor at all. I tried to get past the initial shock of what I was trying but it didn't make things any better. I am glad I got to try it for free but I don't think that I will be purchasing anymore.
4,Organic Seaweed Snacks Review,"Emily W.,",11-Mar-19,"Very good flavor, but strange texture. I would buy again, but be open minded to the graininess of the product. The sea salt flavor was satisfying to my craving for potato chips and filled me up well!"
4,Organic Seaweed Snacks Review,"Sherrie P.,",25-Nov-18,I love Halo Seaweed snacks! I tried the free sample and went and bought more! I ate it as part of my lunch but also as a snack. The texture & taste was great! Thanks Halo!
5,Organic Seaweed Snacks Review,"Madelin D.,",18-Dec-18,These were so tasty and crispy! I loved them! The flavor was great! I was able to pair these with rice and vegetables and dipped them in soy sauce! Yummy!
4,Organic Seaweed Snacks Review,"Abigail H.,",21-Jan-19,I loved these seaweed snacks. The Wasabi was spicy. There are a lot in the package because the sheets are thin but with them being spicy I only ate a few at a time so it was good portion control too!
5,Organic Seaweed Snacks Review,"Atacher A.,",08-Dec-18,oceans halo is a very good company. I would recommend this to anyone who asks. the full flavor I tried was very tasty. I absolutely love this brand and can not wait to try other products.
5,Organic Seaweed Snacks Review,"Natalia D.,",04-Dec-18,Very unusual snacks.The Ocean's Halo seaweed snack sheets! Available in seven delicious flavors.Wasabi is my favorite. Perfect in a lunchbox or on-the-go Made with sustainable ocean-farmed seaweed and non-GMO ingredients
5,Organic Seaweed Snacks Review,"Victoria T.,",08-Dec-18,I loved the crispness of this product ! It was very flavorful and I thoroughly enjoyed it. There were so many flavors to chose from. I would definitely purchase this product again.
5,Organic Seaweed Snacks Review,"Marissa S.,",27-Nov-18,I really enjoyed the organic seaweed snacks. They were very fulfilling when I needed a snack. There are so many different flavors to choose from I would definitely give them a try.
5,Organic Seaweed Snacks Review,"Lori V.,",04-Nov-18,"I am a ramen enthusiast, and this stuff is truly the best I have ever tried! Lots of flavor and aroma! The noodles are delicious and I love the broth. This actually tastes like a real meal, not a college staple!"
5,Organic Seaweed Snacks Review,"tatiana M.,",02-Nov-18,Now this is a great product. I have a little container every day for the health benefits and in place of potato chips which I love but which don't like me one bit. I'll keep these stocked on my shelves for sure.
5,Organic Seaweed Snacks Review,"Laura C.,",19-Jan-19,"I love seaweed snacks in general so it was fun to try new flavors. I like that the flavor was noticeable, but not overwhelming. They were also not overly salty like some seaweed snack tend to be. I'd definitely but these again."
2,Organic Seaweed Snacks Review,"Tracie D.,",07-Dec-18,I was offered a sample to try It wasn't for me but probably other people might like it I just didn't like that taste nothing really to do with the product itself
4,Organic Seaweed Snacks Review,"Christina C.,",06-Nov-18,My kids enjoyed them they wasn't as bad as it sounds I would give it a thumbs up it was different but it was good I'll be buying more as healthy snacks instead of regular potato chips.
3,Organic Seaweed Snacks Review,"Carrie C.,",05-Dec-18,"I thought it was okay. I usually like seaweed snacks, but there was just an off flavor about them that I can't describe. I don't think it was the salt, but maybe. I would be willing to try them again, but a different flavor for sure"
4,Organic Seaweed Snacks Review,"Jordan L.,",17-Nov-18,"The wasabi flavored sea weed snacks were delicious. It was the perfect amount for a nice snack, and satisfied my hunger. I can not wait to try the other flavors!"
5,Organic Seaweed Snacks Review,"Prince C.,",13-Dec-18,Delicious flavor. Great quality. Great savory snack for on the go loved it . It's unlike any other regular snack it really stands out . I really recommend.
4,Organic Seaweed Snacks Review,"Dona H.,",06-Dec-18,"LOve this it was so good i would buy this Halo seaweed snack again and again , you should try this snack. i have told my family and friends about halos snacks"
5,Organic Seaweed Snacks Review,"Jessy G.,",26-Oct-18,This was my first time trying this product I absolutely recommended especially when you go to the park with the kids and you need snacks it so handy and convenient and the tastes incomplete I love it
5,Organic Seaweed Snacks Review,"Sally S.,",29-Dec-18,The Ocean's Halo Seaweed Snack in bacon flavor was so good! It was crisp and salty without having much sodium in it. It was affordable and even my kids loved it.
5,Organic Seaweed Snacks Review,"dalila F.,",25-Feb-19,Its a good product...good taste and easy to carry...i used it for my lunch box...perfect for on the go! Thry come on a differents flavor and be make with the best natural ingredients!
2,Organic Seaweed Snacks Review,"Denise D.,",07-Dec-18,"I chose the sea salt flavor because it sounded like it would be the best tasting, but myself and my family wasn't to fond of the texture. So now I'm going to try another Halo product."
5,Organic Seaweed Snacks Review,"Martha G.,",06-Dec-18,"I tried Ocean's Halo Organic Seaweed snacks through Social Nature and was impressed! I would have never tried them in my own but I'm glad I did, they were a light delicious snack that I'll be sure to recommend to friends!"
5,Organic Seaweed Snacks Review,"Alex J.,",15-Nov-18,"These seaweed snacks were excellent. Just the right texture and crunch, without the overly salty flavor you sometimes get from seaweed snacks. I'll definitely be buying them again!"
5,Organic Seaweed Snacks Review,"Leah S.,",14-Jan-19,I tried the Pho Kit and it was okay pretty plan by itself it's definitely needs some personal enhancements. I also bought the No Soy Stir Fry sauce and it is very good I love using it for stir fry.
4,Organic Seaweed Snacks Review,"Treylynn G.,",27-Nov-18,"I tried the bacon flavor Seaweed Snacks. They were pretty tasty! I like that they are a healthy choice, and sustainably farmed. I let my 2 year old try these snacks as well, and he loved them! I will be very likely to purchase them again."
2,Organic Seaweed Snacks Review,"Le'Sandra S.,",13-Jan-19,Was willing to try something new. It just wasn't for me. I couldn't get over the aftertaste. Not terrible but wouldn't do it again. I tried the bacon flavor.
4,Organic Seaweed Snacks Review,"Sandra M.,",24-Nov-18,I got the sea salt seaweed and I really like the flavor of them. I like it so much I told my aunt about imthem because she love eating seaweed as a snack. I would definitely get them again
5,Organic Seaweed Snacks Review,"Patricia W.,",21-Nov-18,"Great product, great taste and tremendous health benefits. Just wish there were more in each package. I'm not normally a fan of seaweed but these are now one of my favorite go to snacks!"
4,Organic Seaweed Snacks Review,"AZELL C.,",25-Feb-19,"I enjoyed the bacon seaweed snack because I had the flavor of bacon but not the calories. Also, seaweed is healthier for you than bacon. It is good and healthy snack!"
3,Organic Seaweed Snacks Review,"LaQuana G.,",10-Nov-18,It was my first time . I never had a seaweed before so the taste was different to me. I like the flavor and would recommend it to some friends. My kids didn't care for it but that's cool more for me. I would definitely try a different flavor.
5,Organic Seaweed Snacks Review,"Maria L.,",03-Nov-18,"100% recommended, for me at least, I really liked the favor, is different so is good to have something like that, and sure, I will but it in the future!"
4,Organic Seaweed Snacks Review,"Anne Marie M.,",20-Nov-18,"Finally a new kind of snack that's healthy, not going to make me feel guilty for eating the whole bag, and a great on-the-go snack! The only thing I would encourage the company to change is to have these available at more grocery stores!"
5,Organic Seaweed Snacks Review,"Laura E.,",04-Nov-18,I really like nori snacks in general Annie's wasabi were my gold standard but after trying Chili Lime flavor Oceans Halo seaweed snacks I have a new favorite! Very bold and healthy snack. I think I might even be able to get my husband to try them.
5,Organic Seaweed Snacks Review,"Margaret O.,",07-Dec-18,"This was a delicious alternative to plain broth in my noodles. it gave good flavor and wasn't salty.. My children also enjoyed it, Will be buying more to have on hand and use in recipes"
3,Organic Seaweed Snacks Review,"Kathy C.,",15-Nov-18,"This wasn't for me, I think you should still try and give own opinion. I tried to go out of a comfort zone on this. Wasn't the worst thing, but won't purchase for myself"
4,Organic Seaweed Snacks Review,"Brittany O.,",06-Dec-18,This was a new snack for me so it took me time to like it. I would definitely recommend my family and friends to try this product. It's definitely something new and unique to start snacking on.
5,Organic Seaweed Snacks Review,"Tina M.,",06-Jan-19,I thought it was a very healthy snack and I like it and doesn't taste bad . I recommend to people that want healthy snacks and want stay healthy. Thanks for letting me try it.
5,Organic Seaweed Snacks Review,"Natasha P.,",20-Nov-18,"I loved these snacks more than I thought I would. I like seaweed in general, and these taste just like real seaweed. The snacks are delicious, not messy, and a great way to enjoy nutritious snack on the go. I definitely would repurchase."
5,Organic Seaweed Snacks Review,"Jade T.,",29-Dec-18,I wasnt a seaweed person Until now the flavor was absolutely amazing usually I'll grab for a bag of potato chips but this totally does the trick instead and it's healthy for you
5,Organic Seaweed Snacks Review,"Karen P.,",29-Oct-18,"The Ocean's Organic Seaweed Snacks are yummy. I tried a free sample form Social Nature, it is really good. I love the crunchy texture and amazing taste."
5,Organic Seaweed Snacks Review,"Darlene R.,",11-Mar-19,"My new to go to snacks. I tried the sea salt, wonderful. Very filling, had some with humus, the best. No aftertaste, just wholesome. Have been buying since ."
5,Organic Seaweed Snacks Review,"Ariz J.,",15-Nov-18,I loved them. They had a perfect citrusy lime flavor with a little kick. I liked the crunchy texture and it didn't leave me feeling heavy after I ate it like potato chips do. I would definitely buy these and recommend them to friends.
3,Organic Seaweed Snacks Review,"Erin B.,",09-Dec-18,I personally did not care to much for them. But my kids loved them. So I would definitely purchase in the future. I did like the sea salt flavor the best.
4,Organic Seaweed Snacks Review,"Whitney S.,",28-Oct-18,It was a nice surprise to receive this and exciting to try a healthier snack option! Oceans Halo organic seaweed snacks are very good and the many flavors are great to offer. I will purchase these in addition to our traditional. Thank you
4,Organic Seaweed Snacks Review,"Terrinikka H.,",11-Dec-18,"I love seaweed & Ocean's Halo has the best Sea Salt flavor I've ever had! It's the perfect balance of savor. It was a perfect lightweight, late night snack. Not to mention, it's healthy!"
2,Organic Seaweed Snacks Review,"Alicia M.,",12-Nov-18,This is very likely to be blamed on the flavor. I was only able to find Sea Salt which really didn't mask any of the seaweed flavor for me. I would be willing to give it another go if I can find a better flavor.
5,Organic Seaweed Snacks Review,"Laura N.,",22-Nov-18,I enjoyed the sea salt flavor very much. I ate it as a snack straight from the package. I also put it in my miso soup from Halo. I would highly recommend this to anyone.
3,Organic Seaweed Snacks Review,"Weejdaaaan N.,",07-Jan-19,"It was okay not my favorite, I do recommend it to someone who likes seaweed snacks.ive tried it before but wasn't a fan of seaweed and thought I'd give it another chance but i just don't like seaweed much."
4,Organic Seaweed Snacks Review,"Denise S.,",31-Oct-18,I bought the sea salt seaweed snacks. I put them in a salad with chicken and lots of different greens. It was so good. I will definitely buy this product again.
